supermarket,month,year,city,sales
Sains,4,2023,Edinburgh,3145.3599999999974
ASDA,4,2023,Newry,3291.7199999999993
ASDA,4,2023,Gloucester,3163.7099999999987
Morrisons,4,2023,Coventry,2220.1799999999985
Sains,4,2023,Peterborough,3488.8099999999977
ASDA,4,2023,Nottingham,2876.3199999999997
Morrisons,4,2023,Derby,1996.5300000000018
Morrisons,4,2023,Portsmouth,1754.9000000000003
Tesco,4,2023,Cambridge,2695.3299999999995
Tesco,4,2023,Bath,2641.0499999999984
Aldi,4,2023,Glasgow,254.54000000000005
Aldi,4,2023,Gloucester,282.81
ASDA,4,2023,Birmingham,3511.549999999997
Tesco,4,2023,Bristol,2740.6899999999987
Aldi,4,2023,Colchester,199.73999999999995
Sains,4,2023,Newport,3315.8299999999986
ASDA,4,2023,Wells,3633.7399999999943
Tesco,4,2023,Canterbury,2806.909999999999
ASDA,4,2023,Inverness,3081.2699999999973
Tesco,4,2023,Leeds,2731.5799999999995
Morrisons,4,2023,Edinburgh,2321.579999999998
Aldi,4,2023,Bangor,406.40000000000015
Aldi,4,2023,Truro,279.22
Tesco,4,2023,Birmingham,2533.3199999999997
ASDA,4,2023,Bath,3047.7000000000007
Sains,4,2023,Worcester,3392.0599999999977
Aldi,4,2023,Salford,260.34000000000003
ASDA,4,2023,Southampton,3231.1899999999982
Sains,4,2023,Chelmsford,3590.839999999998
ASDA,4,2023,Liverpool,3356.2599999999957
Morrisons,4,2023,St Davids,1949.1300000000008
Aldi,4,2023,Leicester,269.7300000000001
Sains,4,2023,Belfast,3534.7199999999993
ASDA,4,2023,Southend-on-Sea,3338.3899999999985
ASDA,4,2023,Norwich,3249.079999999997
Tesco,4,2023,St Davids,3149.529999999999
Tesco,4,2023,Salford,2800.6699999999996
Tesco,4,2023,Gloucester,2729.6499999999983
Aldi,4,2023,Nottingham,215.24999999999997
Aldi,4,2023,Coventry,225.7300000000001
Aldi,4,2023,Wakefield,227.09
Sains,4,2023,Plymouth,3261.989999999998
Tesco,4,2023,Brighton & Hove,2811.1400000000012
Morrisons,4,2023,Chelmsford,1862.8600000000008
ASDA,4,2023,Exeter,3193.8199999999993
Morrisons,4,2023,Colchester,2343.349999999999
Aldi,4,2023,Newport,222.52999999999994
ASDA,4,2023,London,3355.149999999999
Tesco,4,2023,Swansea,2732.969999999998
Morrisons,4,2023,Brighton & Hove,2202.66
Sains,4,2023,Nottingham,3456.4299999999994
Tesco,4,2023,Manchester,2848.6599999999985
Morrisons,4,2023,St Asaph,2138.9100000000017
Aldi,4,2023,Dunfermline,305.6500000000002
ASDA,4,2023,Oxford,2896.099999999998
Morrisons,4,2023,Chester,2112.5100000000007
ASDA,4,2023,Coventry,3615.129999999999
Morrisons,4,2023,St Albans,2465.4999999999986
Morrisons,4,2023,Nottingham,1788.4700000000003
Morrisons,4,2023,Ely,2156.729999999999
ASDA,4,2023,Leicester,3459.139999999996
Aldi,4,2023,Londonderry,224.56
Aldi,4,2023,York,295.74
Morrisons,4,2023,Wrexham,1995.46
Tesco,4,2023,Salisbury,2907.9399999999987
ASDA,4,2023,Manchester,3513.3699999999994
Tesco,4,2023,Perth,3096.2199999999984
Morrisons,4,2023,Truro,2045.560000000001
ASDA,4,2023,Portsmouth,3097.6599999999985
Sains,4,2023,Colchester,3570.0799999999954
Morrisons,4,2023,Bristol,1988.7600000000014
Tesco,4,2023,Belfast,2752.610000000001
Morrisons,4,2023,Swansea,2113.749999999999
ASDA,4,2023,Sheffield,3417.389999999998
Aldi,4,2023,Kingston-upon-Hull,227.56000000000006
ASDA,4,2023,Bristol,2880.2099999999964
ASDA,4,2023,Preston,3311.3299999999963
ASDA,4,2023,Chelmsford,3642.0899999999997
Morrisons,4,2023,Winchester,1914.0200000000007
Aldi,4,2023,Perth,250.59000000000012
Aldi,4,2023,Chichester,246.01999999999998
Aldi,4,2023,Swansea,292.3900000000001
ASDA,4,2023,Hereford,3600.6699999999973
ASDA,4,2023,Dunfermline,3055.589999999997
Tesco,4,2023,Stirling,3068.1499999999983
Tesco,4,2023,Colchester,2808.449999999997
Sains,4,2023,Southampton,3119.1099999999974
Aldi,4,2023,Wrexham,272.41999999999996
Aldi,4,2023,Bath,246.42999999999992
Tesco,4,2023,Coventry,2831.7699999999973
Tesco,4,2023,Newport,2638.189999999999
Sains,4,2023,Wolverhampton,3852.909999999999
Morrisons,4,2023,Lancaster,1951.5900000000008
ASDA,4,2023,Armagh,3395.3299999999977
Morrisons,4,2023,Bath,1824.3899999999999
ASDA,4,2023,Doncaster,3289.969999999998
Morrisons,4,2023,Peterborough,1968.050000000001
Sains,4,2023,Leicester,3327.1599999999985
Morrisons,4,2023,Lisburn,2061.900000000001
Sains,4,2023,Chichester,2949.94
Morrisons,4,2023,Manchester,2338.769999999998
Aldi,4,2023,Lisburn,219.24999999999997
Tesco,4,2023,Exeter,2573.1199999999967
Tesco,4,2023,Durham,2683.17
Sains,4,2023,London,3399.6599999999967
Tesco,4,2023,Stoke on Trent,3002.6399999999962
Tesco,4,2023,Chester,2728.52
Morrisons,4,2023,Londonderry,2008.390000000001
Tesco,4,2023,Lincoln,3115.7300000000005
Morrisons,4,2023,Wells,2054.9800000000005
Morrisons,4,2023,Exeter,1943.5499999999997
Sains,4,2023,Cardiff,3286.1299999999987
ASDA,4,2023,Cambridge,3390.919999999999
Morrisons,4,2023,Leeds,2044.6800000000005
ASDA,4,2023,Truro,3463.9299999999985
Sains,4,2023,Durham,3603.259999999996
Tesco,4,2023,Ely,2614.9499999999985
Aldi,4,2023,Ripon,227.9999999999999
Aldi,4,2023,Wells,272.59000000000003
Aldi,4,2023,Westminster,241.35
Sains,4,2023,Armagh,3246.0100000000007
ASDA,4,2023,Winchester,3373.139999999997
Tesco,4,2023,Derby,2480.1800000000003
Aldi,4,2023,Peterborough,257.43
Aldi,4,2023,Derby,248.10000000000002
ASDA,4,2023,Newcastle-upon-Tyne,3565.4299999999994
Morrisons,4,2023,Glasgow,2009.1200000000022
ASDA,4,2023,Peterborough,3233.2899999999972
ASDA,4,2023,Edinburgh,3423.2799999999984
ASDA,4,2023,Swansea,3706.519999999998
Tesco,4,2023,London,2935.4
Aldi,4,2023,Southend-on-Sea,204.78999999999994
ASDA,4,2023,Lancaster,3233.5799999999963
Morrisons,4,2023,Carlisle,1816.3800000000003
Morrisons,4,2023,Leicester,2264.490000000001
Tesco,4,2023,Nottingham,2644.4599999999978
Tesco,4,2023,Armagh,2625.479999999998
Tesco,4,2023,Carlisle,2607.8499999999985
Tesco,4,2023,Bradford,2963.159999999997
Aldi,4,2023,Chelmsford,276.0800000000001
ASDA,4,2023,York,2917.6400000000012
Aldi,4,2023,Ely,265.2200000000001
Sains,4,2023,Chester,3448.37
Aldi,4,2023,St Asaph,215.7600000000001
Morrisons,4,2023,Dundee,2281.8399999999992
Aldi,4,2023,Brighton & Hove,232.62
ASDA,4,2023,Lisburn,3693.5699999999993
Aldi,4,2023,Doncaster,245.90000000000015
Sains,4,2023,Sunderland,3798.51
Morrisons,4,2023,Perth,2630.0599999999986
Aldi,4,2023,Leeds,272.6400000000001
ASDA,4,2023,Derby,3204.3299999999977
Tesco,4,2023,Glasgow,2784.15
Tesco,4,2023,Bangor,5243.190000000001
Morrisons,4,2023,Wolverhampton,1884.0800000000008
Aldi,4,2023,Hereford,324.78000000000014
Aldi,4,2023,Carlisle,232.73999999999995
Sains,4,2023,Sheffield,3475.1199999999963
ASDA,4,2023,Salisbury,3181.6099999999988
Aldi,4,2023,Edinburgh,270.53999999999996
Sains,4,2023,Norwich,3301.4999999999973
Sains,4,2023,Bristol,3874.6000000000004
Tesco,4,2023,Lancaster,2505.9199999999973
Tesco,4,2023,Norwich,2552.6099999999965
Morrisons,4,2023,Worcester,2227.199999999999
Aldi,4,2023,Armagh,266.09
ASDA,4,2023,Lincoln,3588.499999999999
Tesco,4,2023,Oxford,2976.8799999999983
Aldi,4,2023,Sheffield,168.0
ASDA,4,2023,Brighton & Hove,3756.449999999996
ASDA,4,2023,Stoke on Trent,2968.639999999999
Tesco,4,2023,Milton Keynes,2743.2999999999984
ASDA,4,2023,Leeds,3890.139999999997
Sains,4,2023,Oxford,3486.54
ASDA,4,2023,Durham,3533.8299999999977
Aldi,4,2023,Sunderland,229.58999999999997
Aldi,4,2023,Cambridge,249.2400000000001
Morrisons,4,2023,Ripon,2279.059999999999
Tesco,4,2023,York,2607.2099999999955
Tesco,4,2023,Edinburgh,2880.7799999999975
Morrisons,4,2023,Southend-on-Sea,2264.559999999999
Tesco,4,2023,Westminster,2856.64
Aldi,4,2023,Worcester,269.2100000000001
Sains,4,2023,Manchester,3431.259999999998
ASDA,4,2023,Wakefield,3554.9299999999985
Morrisons,4,2023,Dunfermline,2172.89
Sains,4,2023,Bath,3309.1499999999996
Morrisons,4,2023,Stirling,1767.1700000000008
ASDA,4,2023,Perth,3547.2299999999977
Morrisons,4,2023,Gloucester,2142.4700000000007
Morrisons,4,2023,Salisbury,1904.9100000000005
Morrisons,4,2023,Milton Keynes,1750.2500000000011
Morrisons,4,2023,Lichfield,2077.4400000000005
Aldi,4,2023,Oxford,209.8599999999999
Sains,4,2023,Lisburn,3452.1799999999967
ASDA,4,2023,Bangor,6379.599999999992
Tesco,4,2023,St Asaph,2991.5099999999998
Sains,4,2023,Kingston-upon-Hull,3637.009999999998
ASDA,4,2023,Wolverhampton,3142.2400000000043
Aldi,4,2023,Aberdeen,247.22999999999993
Tesco,4,2023,Wrexham,2513.330000000001
Aldi,4,2023,Norwich,189.93000000000006
Morrisons,4,2023,Bradford,2017.1900000000005
Aldi,4,2023,Salisbury,256.3200000000001
Sains,4,2023,Leeds,3638.1399999999976
Tesco,4,2023,Dunfermline,2833.439999999999
Morrisons,4,2023,Westminster,2098.1700000000005
Sains,4,2023,Lincoln,3344.1299999999974
ASDA,4,2023,Plymouth,3195.5400000000004
Morrisons,4,2023,Oxford,2281.6600000000003
Morrisons,4,2023,Wakefield,2296.2200000000007
Tesco,4,2023,Kingston-upon-Hull,2827.629999999998
Sains,4,2023,Inverness,3597.1999999999985
ASDA,4,2023,Ely,3376.4199999999983
ASDA,4,2023,Sunderland,3318.189999999999
Tesco,4,2023,Portsmouth,2737.109999999998
Aldi,4,2023,Exeter,209.23000000000002
ASDA,4,2023,Salford,3230.8999999999996
Tesco,4,2023,Winchester,2845.9299999999985
Morrisons,4,2023,Belfast,2184.8599999999997
Sains,4,2023,Truro,3331.979999999998
Sains,4,2023,Coventry,3575.799999999999
Tesco,4,2023,Southampton,2506.49
Sains,4,2023,Ely,3534.069999999998
Sains,4,2023,Perth,3273.1599999999967
Morrisons,4,2023,Sheffield,2377.8599999999974
ASDA,4,2023,Wrexham,3479.999999999999
ASDA,4,2023,Chester,2876.619999999998
ASDA,4,2023,Cardiff,3269.689999999997
Tesco,4,2023,Truro,2835.9899999999993
Tesco,4,2023,Londonderry,2714.7699999999977
Aldi,4,2023,Portsmouth,234.89999999999992
Sains,4,2023,Canterbury,3564.3599999999983
Tesco,4,2023,St Albans,2677.6800000000003
Morrisons,4,2023,Chichester,2121.7800000000007
Sains,4,2023,Liverpool,3349.9899999999966
Morrisons,4,2023,York,2095.340000000001
ASDA,4,2023,Dundee,3395.3799999999965
Morrisons,4,2023,Liverpool,2169.05
Morrisons,4,2023,Southampton,2212.6600000000003
Aldi,4,2023,London,245.62999999999997
Tesco,4,2023,Southend-on-Sea,2436.2399999999993
Aldi,4,2023,Chester,243.61
Sains,4,2023,Winchester,3537.6099999999997
Tesco,4,2023,Newry,2811.5199999999995
Morrisons,4,2023,London,1835.2200000000014
Sains,4,2023,Wakefield,3514.240000000001
ASDA,4,2023,Glasgow,3095.7499999999964
Tesco,4,2023,Sheffield,2759.91
Aldi,4,2023,Lancaster,296.3
Sains,4,2023,Doncaster,3211.789999999996
Morrisons,4,2023,Stoke on Trent,1685.3500000000004
Tesco,4,2023,Dundee,2616.71
Sains,4,2023,Milton Keynes,3871.039999999999
ASDA,4,2023,Londonderry,2901.999999999998
Aldi,4,2023,St Albans,248.74000000000007
Aldi,4,2023,Milton Keynes,217.09
Sains,4,2023,Glasgow,3620.9299999999985
ASDA,4,2023,Carlisle,3449.9399999999996
Tesco,4,2023,Worcester,2787.2099999999987
Aldi,4,2023,Plymouth,205.67999999999986
Sains,4,2023,Newcastle-upon-Tyne,3573.3299999999967
Tesco,4,2023,Leicester,2844.5299999999997
Tesco,4,2023,Plymouth,2588.279999999999
Sains,4,2023,Ripon,3457.0199999999986
Morrisons,4,2023,Salford,2313.5899999999992
Aldi,4,2023,Preston,232.0800000000001
Sains,4,2023,Newry,3601.879999999997
Morrisons,4,2023,Canterbury,1868.3300000000017
Sains,4,2023,Brighton & Hove,3419.5199999999977
Sains,4,2023,Cambridge,3647.079999999997
Sains,4,2023,Stirling,3619.579999999998
ASDA,4,2023,Ripon,3366.0099999999984
Aldi,4,2023,Dundee,244.53
Aldi,4,2023,Lincoln,289.67
Morrisons,4,2023,Aberdeen,2440.8399999999997
Aldi,4,2023,Southampton,273.22000000000014
Sains,4,2023,Lichfield,3471.2699999999973
ASDA,4,2023,Milton Keynes,3454.5099999999993
ASDA,4,2023,Belfast,2877.5399999999986
Aldi,4,2023,Stoke on Trent,305.2100000000001
Tesco,4,2023,Wells,2589.3099999999995
Tesco,4,2023,Wakefield,2605.5599999999986
Sains,4,2023,Wrexham,3532.3299999999986
Tesco,4,2023,Wolverhampton,2894.419999999999
Aldi,4,2023,Newry,276.83000000000015
Sains,4,2023,Westminster,3625.2599999999993
Tesco,4,2023,Aberdeen,2612.89
Tesco,4,2023,Doncaster,2499.5399999999972
Morrisons,4,2023,Plymouth,1982.8100000000006
Sains,4,2023,Bradford,3739.07
Sains,4,2023,Carlisle,3560.2699999999977
Morrisons,4,2023,Kingston-upon-Hull,1800.350000000001
Sains,4,2023,Swansea,3774.929999999997
ASDA,4,2023,Chichester,3122.009999999997
Tesco,4,2023,Chelmsford,2671.969999999999
Sains,4,2023,Dunfermline,3237.859999999999
Morrisons,4,2023,Sunderland,2073.9900000000016
Morrisons,4,2023,Norwich,2179.3499999999995
Aldi,4,2023,Bristol,252.09
Morrisons,4,2023,Lincoln,2171.259999999999
Aldi,4,2023,Winchester,238.92000000000002
Aldi,4,2023,Lichfield,223.63000000000005
Aldi,4,2023,Bradford,273.78
Sains,4,2023,Salford,3749.5899999999997
Sains,4,2023,Portsmouth,3322.3999999999996
ASDA,4,2023,Aberdeen,3330.649999999998
Sains,4,2023,Stoke on Trent,3220.94
ASDA,4,2023,Stirling,3095.109999999998
ASDA,4,2023,St Asaph,2964.1099999999983
Morrisons,4,2023,Cambridge,2163.9400000000005
Sains,4,2023,Derby,3696.2799999999966
ASDA,4,2023,Worcester,3467.2299999999977
Sains,4,2023,Birmingham,2975.519999999999
Tesco,4,2023,Peterborough,2766.879999999998
Morrisons,4,2023,Bangor,3823.809999999991
ASDA,4,2023,Newport,3390.289999999998
Aldi,4,2023,Cardiff,259.56000000000006
Sains,4,2023,Aberdeen,3386.1199999999994
Sains,4,2023,Hereford,3439.269999999997
Tesco,4,2023,Hereford,2987.919999999998
Tesco,4,2023,Sunderland,2682.2899999999995
Aldi,4,2023,Durham,207.11000000000004
Morrisons,4,2023,Newry,2381.9099999999994
Sains,4,2023,St Albans,3202.7
Tesco,4,2023,Cardiff,2863.2799999999993
Tesco,4,2023,Newcastle-upon-Tyne,2698.5499999999984
Sains,4,2023,Bangor,6953.609999999991
Sains,4,2023,Gloucester,3804.039999999998
Sains,4,2023,Wells,3945.6099999999965
Tesco,4,2023,Lisburn,2879.0599999999986
Morrisons,4,2023,Newcastle-upon-Tyne,2311.0300000000007
Aldi,4,2023,Liverpool,295.7900000000001
Sains,4,2023,Dundee,3409.8899999999985
Sains,4,2023,Salisbury,3138.689999999999
Tesco,4,2023,Preston,2495.3099999999986
ASDA,4,2023,Lichfield,2977.0999999999985
Sains,4,2023,Lancaster,3709.939999999998
ASDA,4,2023,Canterbury,3754.609999999998
Tesco,4,2023,Liverpool,2782.329999999997
Sains,4,2023,Preston,3163.989999999999
Sains,4,2023,Exeter,3392.0699999999983
Aldi,4,2023,St Davids,304.36
Morrisons,4,2023,Newport,1875.5600000000006
ASDA,4,2023,Westminster,3417.7399999999975
ASDA,4,2023,Kingston-upon-Hull,3403.8399999999974
Morrisons,4,2023,Hereford,1749.5200000000002
Sains,4,2023,St Asaph,3477.8399999999992
Sains,4,2023,Londonderry,3096.7299999999964
Tesco,4,2023,Inverness,2868.1799999999976
Sains,4,2023,Southend-on-Sea,3415.8099999999995
Aldi,4,2023,Wolverhampton,292.9200000000001
ASDA,4,2023,St Davids,3622.679999999999
Morrisons,4,2023,Birmingham,2291.499999999999
ASDA,4,2023,Bradford,2864.060000000001
Aldi,4,2023,Birmingham,247.4800000000001
Aldi,4,2023,Inverness,295.88999999999993
Morrisons,4,2023,Cardiff,2178.5299999999984
Aldi,4,2023,Canterbury,242.5800000000001
Sains,4,2023,York,3720.5199999999986
ASDA,4,2023,St Albans,3437.7399999999993
Aldi,4,2023,Manchester,242.7300000000001
ASDA,4,2023,Colchester,3166.709999999999
Tesco,4,2023,Chichester,2773.5499999999997
Tesco,4,2023,Lichfield,2650.48
Morrisons,4,2023,Armagh,1991.5900000000008
Aldi,4,2023,Newcastle-upon-Tyne,254.35999999999993
Sains,4,2023,St Davids,3459.119999999995
Tesco,4,2023,Ripon,2862.1599999999967
Morrisons,4,2023,Doncaster,2174.939999999999
Morrisons,4,2023,Durham,2248.95
Aldi,4,2023,Belfast,248.37000000000006
Morrisons,4,2023,Inverness,1986.6400000000017
Morrisons,4,2023,Preston,2068.5100000000007
Aldi,4,2023,Stirling,216.20999999999998
Sains,5,2023,Stirling,3517.279999999997
ASDA,5,2023,Sunderland,4352.339999999993
Morrisons,5,2023,Ripon,2073.79
Sains,5,2023,Peterborough,3430.6700000000005
Aldi,5,2023,Birmingham,279.67999999999995
Morrisons,5,2023,Exeter,2018.690000000001
Aldi,5,2023,Newcastle-upon-Tyne,237.5900000000001
Sains,5,2023,Wrexham,3688.1399999999994
Sains,5,2023,St Albans,3401.7999999999997
Tesco,5,2023,Southend-on-Sea,2922.7799999999997
Morrisons,5,2023,Sunderland,2140.11
Aldi,5,2023,Kingston-upon-Hull,256.99
Morrisons,5,2023,Gloucester,2353.62
ASDA,5,2023,Aberdeen,3637.8899999999985
Morrisons,5,2023,Hereford,2019.650000000001
Sains,5,2023,Newport,3782.0
Sains,5,2023,Coventry,3947.7699999999986
Tesco,5,2023,Exeter,2822.9199999999987
Aldi,5,2023,Wells,217.11000000000007
Tesco,5,2023,Canterbury,2660.0199999999995
Tesco,5,2023,Londonderry,2684.17
Sains,5,2023,Norwich,3552.53
ASDA,5,2023,Lincoln,3535.119999999998
ASDA,5,2023,Nottingham,3365.9199999999955
Tesco,5,2023,Colchester,2675.2499999999986
Morrisons,5,2023,Liverpool,2127.32
Sains,5,2023,Cambridge,3930.2099999999973
Morrisons,5,2023,Bath,2133.6600000000008
Sains,5,2023,Winchester,3400.6599999999985
Sains,5,2023,Preston,3309.549999999999
Tesco,5,2023,Armagh,3013.979999999999
Tesco,5,2023,Chichester,3062.579999999999
Aldi,5,2023,Lancaster,265.2000000000001
Sains,5,2023,Exeter,3282.5699999999993
ASDA,5,2023,Doncaster,3429.6399999999976
Sains,5,2023,Sheffield,3633.4099999999994
Sains,5,2023,York,3782.059999999998
ASDA,5,2023,Birmingham,3828.0
Sains,5,2023,Leeds,3575.3899999999994
Sains,5,2023,Dunfermline,3596.569999999999
ASDA,5,2023,Londonderry,3816.5199999999954
ASDA,5,2023,Ely,3426.129999999999
Tesco,5,2023,Winchester,2886.2499999999986
Tesco,5,2023,Lichfield,2826.5899999999997
Aldi,5,2023,Londonderry,326.97000000000014
ASDA,5,2023,Durham,3556.0599999999977
Tesco,5,2023,Doncaster,2778.2699999999963
Morrisons,5,2023,Stoke on Trent,1970.790000000001
Morrisons,5,2023,Perth,2173.210000000001
Morrisons,5,2023,Plymouth,2254.0999999999995
Sains,5,2023,Edinburgh,3818.269999999999
Tesco,5,2023,Salisbury,2560.469999999999
Tesco,5,2023,Newport,2698.9199999999983
Sains,5,2023,Sunderland,3683.3199999999974
ASDA,5,2023,Ripon,3792.409999999998
Sains,5,2023,Colchester,3762.900000000001
ASDA,5,2023,Wolverhampton,3569.3399999999983
ASDA,5,2023,Lancaster,3318.799999999996
ASDA,5,2023,London,2811.4399999999987
Sains,5,2023,Chester,3127.1899999999996
ASDA,5,2023,Portsmouth,3234.5599999999995
ASDA,5,2023,Wakefield,3123.5199999999977
Aldi,5,2023,Wakefield,270.49
Aldi,5,2023,Bradford,204.27000000000007
Morrisons,5,2023,Carlisle,2404.5199999999995
Tesco,5,2023,Durham,2619.4
Tesco,5,2023,Birmingham,2655.47
Aldi,5,2023,Hereford,266.95000000000005
ASDA,5,2023,Winchester,3736.2799999999966
ASDA,5,2023,Southampton,2942.770000000001
Morrisons,5,2023,Inverness,1984.7000000000003
Sains,5,2023,Lancaster,3623.089999999999
Sains,5,2023,Lichfield,3661.239999999997
Tesco,5,2023,Nottingham,2909.4399999999973
Aldi,5,2023,Glasgow,279.1900000000001
ASDA,5,2023,Chichester,3416.6699999999973
Tesco,5,2023,Cambridge,2642.239999999998
Aldi,5,2023,Lincoln,287.9800000000001
Sains,5,2023,Bristol,3483.5499999999993
Aldi,5,2023,Wolverhampton,257.82000000000016
ASDA,5,2023,Westminster,3538.039999999999
ASDA,5,2023,St Davids,3974.339999999996
Tesco,5,2023,Wakefield,2822.5399999999995
Sains,5,2023,Dundee,3673.6000000000004
Sains,5,2023,Ripon,3804.12
Sains,5,2023,Wolverhampton,3477.909999999999
Sains,5,2023,St Asaph,3464.209999999996
Morrisons,5,2023,Portsmouth,2309.98
Morrisons,5,2023,St Davids,2127.58
Aldi,5,2023,Worcester,257.8100000000001
Sains,5,2023,Southampton,3309.1200000000013
ASDA,5,2023,Salisbury,3325.8399999999974
Aldi,5,2023,Liverpool,238.42
Tesco,5,2023,Bristol,2639.069999999999
Tesco,5,2023,Southampton,2707.3499999999985
Morrisons,5,2023,Armagh,2133.1300000000006
Aldi,5,2023,Plymouth,236.41000000000008
Tesco,5,2023,Norwich,3030.7499999999986
Aldi,5,2023,Stoke on Trent,227.23000000000002
Sains,5,2023,Leicester,3495.4700000000003
ASDA,5,2023,Lisburn,3358.5699999999974
Morrisons,5,2023,Worcester,1787.2900000000009
Tesco,5,2023,Portsmouth,2862.8999999999983
ASDA,5,2023,Hereford,3453.0499999999993
Sains,5,2023,Belfast,3431.829999999998
Tesco,5,2023,Wrexham,2855.570000000001
Aldi,5,2023,Dundee,203.56999999999994
ASDA,5,2023,Lichfield,3186.9700000000003
ASDA,5,2023,Chelmsford,3262.3899999999976
ASDA,5,2023,Cardiff,3540.199999999996
Aldi,5,2023,Bath,237.02000000000007
Sains,5,2023,London,3445.1299999999983
ASDA,5,2023,Oxford,2914.6499999999974
Morrisons,5,2023,Lancaster,2202.4899999999993
Morrisons,5,2023,Peterborough,1950.5100000000011
Morrisons,5,2023,Edinburgh,2135.39
Sains,5,2023,Bath,4056.809999999998
Tesco,5,2023,Newry,3036.9899999999984
Tesco,5,2023,St Davids,2498.02
ASDA,5,2023,Bradford,2986.6300000000006
ASDA,5,2023,Leeds,3683.4099999999976
ASDA,5,2023,Gloucester,3302.999999999998
Aldi,5,2023,St Davids,306.1400000000001
Sains,5,2023,Durham,3622.389999999998
Aldi,5,2023,Lichfield,230.17999999999998
Aldi,5,2023,Exeter,260.4000000000001
Morrisons,5,2023,Ely,2305.9299999999994
Morrisons,5,2023,Brighton & Hove,2054.4400000000014
Sains,5,2023,Birmingham,3420.74
Tesco,5,2023,Aberdeen,3016.860000000002
Morrisons,5,2023,Newport,2332.2399999999993
Morrisons,5,2023,Sheffield,2031.1100000000013
ASDA,5,2023,Carlisle,3655.249999999996
Sains,5,2023,Nottingham,3441.6699999999973
ASDA,5,2023,Chester,3798.729999999999
ASDA,5,2023,Bangor,6965.599999999987
Tesco,5,2023,Dunfermline,3208.449999999998
Tesco,5,2023,Manchester,3064.6999999999975
Morrisons,5,2023,Truro,2007.2600000000011
ASDA,5,2023,Newcastle-upon-Tyne,3672.4099999999976
Morrisons,5,2023,Londonderry,2449.189999999998
Morrisons,5,2023,Winchester,1980.5600000000013
Sains,5,2023,Lincoln,3445.739999999998
Aldi,5,2023,Truro,263.2799999999999
Morrisons,5,2023,Derby,2139.3800000000015
ASDA,5,2023,Preston,3002.699999999997
Tesco,5,2023,Bath,2776.449999999998
Tesco,5,2023,Stoke on Trent,2727.2900000000004
Aldi,5,2023,Sheffield,264.02000000000004
Sains,5,2023,Liverpool,3355.8799999999987
Morrisons,5,2023,Lincoln,2053.6400000000012
ASDA,5,2023,Inverness,3249.0899999999974
ASDA,5,2023,Norwich,3434.739999999999
Tesco,5,2023,St Albans,2907.469999999998
Tesco,5,2023,Truro,2803.1999999999966
Tesco,5,2023,Dundee,2743.769999999999
ASDA,5,2023,Belfast,3499.659999999998
ASDA,5,2023,Edinburgh,3191.0799999999963
Morrisons,5,2023,Southend-on-Sea,2217.7099999999996
Morrisons,5,2023,York,2344.609999999999
Sains,5,2023,Wells,3517.0899999999997
Tesco,5,2023,Hereford,2632.6199999999985
Morrisons,5,2023,Wolverhampton,1817.0600000000004
Aldi,5,2023,Cambridge,208.39999999999998
Sains,5,2023,Chichester,3512.379999999999
Morrisons,5,2023,Bangor,4111.749999999989
Morrisons,5,2023,Lisburn,1997.7000000000003
Morrisons,5,2023,Salisbury,2088.130000000002
Sains,5,2023,Truro,3607.1299999999974
ASDA,5,2023,Newry,3572.139999999997
Tesco,5,2023,Leicester,2811.699999999998
Sains,5,2023,Londonderry,3609.9799999999977
Aldi,5,2023,Armagh,235.3400000000001
Sains,5,2023,Swansea,3853.0199999999973
Sains,5,2023,Westminster,3759.6600000000003
Sains,5,2023,Portsmouth,3504.289999999996
Sains,5,2023,Aberdeen,3528.429999999997
Aldi,5,2023,Doncaster,250.01000000000002
Sains,5,2023,Bangor,7683.309999999999
Sains,5,2023,Doncaster,3594.109999999997
ASDA,5,2023,Bath,3044.5299999999975
Morrisons,5,2023,Wakefield,2080.0200000000013
Sains,5,2023,Oxford,3672.7499999999973
Aldi,5,2023,Newry,281.80000000000007
Aldi,5,2023,Salford,320.80000000000024
Aldi,5,2023,St Asaph,278.45000000000005
Morrisons,5,2023,Birmingham,2246.1099999999997
Sains,5,2023,Newry,3808.889999999997
Tesco,5,2023,Perth,2806.490000000001
Sains,5,2023,Carlisle,3424.7099999999973
Morrisons,5,2023,Stirling,2207.960000000001
Morrisons,5,2023,London,2551.579999999999
ASDA,5,2023,Stoke on Trent,3589.6699999999987
ASDA,5,2023,Leicester,3476.6400000000003
Aldi,5,2023,Peterborough,233.36
ASDA,5,2023,Salford,3494.1499999999965
Sains,5,2023,Bradford,3469.649999999996
ASDA,5,2023,Worcester,3423.72
Tesco,5,2023,Preston,2960.8099999999995
Morrisons,5,2023,Aberdeen,2050.1000000000004
Sains,5,2023,Lisburn,3530.5299999999984
Aldi,5,2023,Manchester,170.84
Tesco,5,2023,Inverness,2980.649999999999
Tesco,5,2023,Plymouth,2802.0099999999966
Morrisons,5,2023,Belfast,2202.44
Aldi,5,2023,Derby,322.08000000000015
ASDA,5,2023,Peterborough,3481.579999999997
Tesco,5,2023,Stirling,2406.5099999999998
Morrisons,5,2023,Bristol,1830.7500000000005
Morrisons,5,2023,Southampton,2528.729999999998
Aldi,5,2023,Milton Keynes,253.26
Aldi,5,2023,St Albans,218.89000000000001
Morrisons,5,2023,Milton Keynes,1988.690000000001
Sains,5,2023,Plymouth,3864.1399999999985
